Country/Region,Province/State,01/22/20,01/23/20,01/24/20,01/25/20,01/26/20,01/27/20,01/28/20,01/29/20,01/30/20,01/31/20,02/01/20,02/02/20,02/03/20,02/04/20,02/05/20,02/06/20,02/07/20,02/08/20,02/09/20,02/10/20,02/11/20,02/12/20,02/13/20,02/14/20,02/15/20,02/16/20,02/17/20,02/18/20,02/19/20,02/20/20,02/21/20,02/22/20,02/23/20,02/24/20,02/25/20,02/26/20,02/27/20,02/28/20,02/29/20,03/01/20,03/02/20,03/03/20,03/04/20,03/05/20,03/06/20,03/07/20,03/08/20,03/09/20,03/10/20,03/11/20,03/12/20,03/13/20,03/14/20,03/15/20,03/16/20,03/17/20,03/18/20,03/19/20,03/20/20,03/21/20,03/22/20,03/23/20,03/24/20,03/25/20,03/26/20,03/27/20,03/28/20,03/29/20,03/30/20,03/31/20,04/01/20,04/02/20,04/03/20,04/04/20,04/05/20,04/06/20,04/07/20,04/08/20,04/09/20,04/10/20,04/11/20,04/12/20,04/13/20,04/14/20,04/15/20,04/16/20,04/17/20,04/18/20,04/19/20,04/20/20,04/21/20,04/22/20,04/23/20,04/24/20,04/25/20,04/26/20,04/27/20,04/28/20,04/29/20,04/30/20,05/01/20,05/02/20,05/03/20,05/04/20,05/05/20,05/06/20
MS Zaandam,,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0538864135742188,1.6748231649398804,2.812028408050537,3.9258322715759277,5.859930038452148,7.463874340057373,8.40641975402832,9.990081787109375,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Madagascar,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,1.9711329936981201,3.190260887145996,5.301863193511963,9.334699630737305,13.956355094909668,19.941953659057617,24.000930786132812,27.780532836914062,29.091629028320312,36.065528869628906,42.18840789794922,49.842403411865234,58.13018035888672,67.0361328125,75.5220718383789,81.66854858398438,72,82,88,93,93,93,102,106,106,108,110,111,117,120,121,121,121,121,121,122,123,124,128,128,128,128,132,135,149,149,151,158
Malawi,,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.6337730884552002,2.1476075649261475,2.7872061729431152,4,5,8,8,8,9,12,13,16,16,16,16,17,17,17,17,18,23,33,33,33,34,36,36,36,37,37,38,39,41,41,43
Malaysia,,-0.0,0.0,0.0,1.923034906387329,2.918837785720825,4.083240985870361,5.008854389190674,5.911881923675537,6.786302089691162,7.8563032150268555,8.901043891906738,9.575712203979492,10.515668869018555,11.499738693237305,12.268925666809082,12.91636848449707,15.543161392211914,16.589824676513672,17.11608123779297,18.438655853271484,19.047893524169922,19.635143280029297,19.621212005615234,20.27997398376465,20.835540771484375,21.166015625,21.504852294921875,21.67984390258789,21.830520629882812,22.018526077270508,22.65899658203125,22.666404724121094,22.814430236816406,23.000595092773438,22.088104248046875,21.86046600341797,22.787700653076172,23.2886962890625,24.39478302001953,27.959150314331055,33.28608322143555,38.3304557800293,47.74812698364258,55.651214599609375,75.18376922607422,87.42581176757812,114.13904571533203,123.04115295410156,135.1295623779297,138.7418670654297,151.14727783203125,210.08120727539062,285.90087890625,369.1943664550781,506.3670349121094,675.8284912109375,778.8573608398438,889.940673828125,993.4608154296875,1121.171875,1334.6796875,1505.66748046875,1687.189208984375,1817.5174560546875,2072.638671875,2351.3818359375,2640.04541015625,2808.267578125,2983.738525390625,3151.35888671875,3233.867431640625,3375.988525390625,3451.287841796875,3520.82861328125,3662,3793,3963,4119,4228,4346,4530,4683,4817,4987,5072,5182,5251,5305,5389,5425,5482,5532,5603,5691,5742,5780,5820,5851,5945,6002,6071,6176,6298,6353,6383,6428
Maldives,,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,2.1599948406219482,3.308659076690674,5.499735355377197,8.270892143249512,8.567720413208008,9.246097564697266,10.522542953491211,11.866796493530273,13.092655181884766,13.886658668518066,13.899810791015625,13.458159446716309,12.13001537322998,12.817310333251953,14.02859878540039,14.486132621765137,15.29417610168457,13.458910942077637,14.824814796447754,16.324201583862305,18.627044677734375,19.138551712036133,19.829410552978516,19.51140594482422,19.237520217895508,19.368938446044922,19.030155181884766,20.790889739990234,19,19,19,19,19,19,19,20,20,20,22,25,28,35,52,69,83,86,108,129,177,214,226,250,278,468,491,519,527,541,573,617
Mali,,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,2.7864513397216797,5.66634464263916,8.857335090637207,14.64952564239502,18.931739807128906,24.333301544189453,26.78036117553711,32.082088470458984,36.861328125,39.1827392578125,43.87139892578125,45,47,56,59,74,87,87,105,123,144,148,171,171,216,224,246,258,293,309,325,370,389,408,424,482,490,508,544,563,580,612,631
Malta,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.3555980920791626,2.5835249423980713,3.3079378604888916,4.461647987365723,6.149498462677002,7.9433274269104,12.392560958862305,17.621936798095703,21.136621475219727,27.544466018676758,36.00346374511719,41.80134963989258,51.8935432434082,63.38933181762695,74.79443359375,92.15054321289062,110.43036651611328,132.83905029296875,121.2567367553711,133.49395751953125,142.13128662109375,155.0372314453125,167.27584838867188,172.0780792236328,188.26486206054688,197.98085021972656,214.79144287109375,228.79962158203125,248.6263427734375,227,241,293,299,337,350,370,378,384,393,399,412,422,426,427,431,443,444,445,447,448,448,450,458,463,465,467,468,477,480,482,484
Mauritania,,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.6539299488067627,0.8534830808639526,1.0005340576171875,1.188324213027954,1.3110650777816772,1.7037873268127441,1.8475431203842163,1.9763760566711426,2.168637990951538,2.122731924057007,2.233968734741211,2.6773624420166016,3.053673028945923,3.501997709274292,4.6016082763671875,5.062514305114746,5.516050338745117,5.770502090454102,6.084478378295898,6.282179832458496,6.298102378845215,6.881657600402832,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8
Mauritius,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,1.7213772535324097,3.9498450756073,8.953652381896973,14.343506813049316,22.57400894165039,34.64556121826172,49.98072052001953,54.185157775878906,73.07665252685547,90.78775024414062,104.08267974853516,122.51119995117188,137.5917205810547,147.336181640625,157.1022491455078,173.3465576171875,184.15737915039062,197.39572143554688,227,244,268,273,314,318,319,324,324,324,324,324,324,325,328,328,328,329,331,331,331,332,334,334,332,332,332,332,332,332,332,332
Mexico,,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.0016080141067505,2.1971638202667236,3.566340208053589,4.336566925048828,5.191677093505859,5.752086639404297,5.815047740936279,6.094193935394287,6.068019866943359,6.681118488311768,6.8314313888549805,7.301456451416016,10.708931922912598,13.116941452026367,29.64392852783203,40.56080627441406,55.31285858154297,74.2035903930664,101.12113189697266,121.5145034790039,164.583740234375,201.70416259765625,248.6580047607422,326.49237060546875,359.07196044921875,427.6815185546875,478.50567626953125,624.0236206054688,718.8826293945312,895.0511474609375,1002.6124267578125,1180.0201416015625,1320.578369140625,1517.078369140625,1634.42919921875,1699.8076171875,1746.0516357421875,2143,2439,2785,3181,3441,3844,4219,4661,5014,5399,5847,6297,6875,7497,8261,8772,9501,10544,11633,12872,13842,14677,15529,16752,17799,19224,20739,22088,23471,24905,26025,26025
Moldova,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7627390623092651,1.0675861835479736,1.8187627792358398,3.1175026893615723,3.930689811706543,7.778064727783203,12.34460735321045,15.936993598937988,24.320022583007812,30.450647354125977,36.02154541015625,49.416072845458984,59.16864013671875,73.49240112304688,93.77969360351562,113.15780639648438,133.4217071533203,154.20175170898438,174.4811248779297,203.61190795898438,246.2987823486328,289.43603515625,342.44122314453125,400.1307678222656,471.8962097167969,537.0397338867188,601.913330078125,658.7276000976562,864,965,1056,1174,1289,1438,1560,1662,1712,1934,2049,2154,2264,2378,2472,2548,2614,2778,2926,3110,3304,3408,3481,3638,3771,3897,3980,4052,4121,4248,4363,4476
Monaco,,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.5874888300895691,0.8202612400054932,0.9160581827163696,1.0173159837722778,1.0384520292282104,0.924426794052124,0.9118169546127319,0.900914192199707,0.9914599061012268,0.9865749478340149,1.0810714960098267,1.3378558158874512,1.4737064838409424,1.951767086982727,2.4337453842163086,3.1625442504882812,5.501066207885742,6.818044185638428,7.734941482543945,8.817383766174316,11.251917839050293,13.779659271240234,17.858734130859375,21.203807830810547,24.925636291503906,30.525901794433594,36.31528091430664,39.65784454345703,42.82152557373047,47.019927978515625,50.770931243896484,55.696533203125,60.56845474243164,63.19607162475586,66.58809661865234,69.54409790039062,73,77,79,81,84,90,92,93,93,93,93,93,94,94,94,94,94,94,94,94,94,94,95,95,95,95,95,95,95,95,95,95
Mongolia,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.6126806735992432,0.9536125063896179,1.0351183414459229,0.9625760912895203,1.0347334146499634,1.081848382949829,1.7936913967132568,4.17507791519165,5.620617866516113,6.928417205810547,7.626464366912842,9.001686096191406,9.901090621948242,10.515310287475586,11.06854248046875,10.731951713562012,11.051630020141602,11.433700561523438,11.73348617553711,11.869975090026855,12.626730918884277,12.898992538452148,13.16240119934082,13.917516708374023,14.742812156677246,16.37359619140625,14,15,15,16,16,16,16,16,17,30,30,31,31,31,32,33,34,35,36,37,37,38,38,38,38,38,38,39,39,40,41,41
Montenegro,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.2571797370910645,2.4249985218048096,4.595486640930176,9.043110847473145,13.560491561889648,20.197689056396484,30.49135971069336,42.56907272338867,52.88595199584961,67.4229965209961,77.96590423583984,82.72138977050781,96.01825714111328,107.59153747558594,118.89488220214844,132.06639099121094,150.29568481445312,167.27890014648438,180.71652221679688,214,233,241,248,252,255,263,272,274,283,288,303,303,307,308,312,313,315,316,319,320,321,321,321,322,322,322,322,322,323,324,324
Morocco,,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.547836422920227,0.7737842798233032,1.2689692974090576,1.717515230178833,1.8648711442947388,2.0686724185943604,2.2629342079162598,2.4241175651550293,3.095125198364258,4.742602348327637,5.835552215576172,10.138542175292969,16.241518020629883,20.733488082885742,30.104490280151367,39.76618957519531,48.82526397705078,65.33226013183594,80.65850067138672,97.83002471923828,120.1832275390625,140.7325439453125,165.1608123779297,256.939697265625,298.3471374511719,353.1879577636719,426.57421875,488.4963684082031,560.5746459960938,641.4451904296875,708.447509765625,771.1044921875,842.4078369140625,900.7617797851562,1021,1120,1184,1275,1374,1448,1545,1661,1763,1888,2024,2283,2564,2685,2855,3046,3209,3446,3568,3758,3897,4065,4120,4252,4321,4423,4569,4729,4903,5053,5219,5408
Mozambique,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.8792513012886047,1.4211747646331787,1.9941778182983398,4.952163219451904,6.770504951477051,7.5034637451171875,7.792578220367432,8.541519165039062,8.740849494934082,8.93433952331543,9.251625061035156,9.745951652526855,10.21961784362793,10.870020866394043,10,10,10,17,17,20,20,21,21,28,29,31,34,35,39,39,39,41,46,65,70,76,76,76,76,76,79,79,80,80,81,81
Namibia,,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,1.1931875944137573,1.6685607433319092,2.1299643516540527,2.1518726348876953,2.2010228633880615,2.7065048217773438,3.166470527648926,3.5155138969421387,4.1901445388793945,4.765750885009766,5.433232307434082,7.782352447509766,8.210639953613281,8.59472370147705,9.683584213256836,10.634562492370605,11.345364570617676,12.355741500854492,13.339900016784668,13.981012344360352,14.694023132324219,15.680366516113281,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Nepal,,-0.0,0.0,0.0,0.6071349382400513,0.7550833225250244,0.91653972864151,0.9767811894416809,1.0323114395141602,1.0487298965454102,0.9918835759162903,1.0012798309326172,1.0074893236160278,1.03568434715271,1.0640077590942383,1.1073670387268066,1.135945200920105,0.9930130839347839,1.0246636867523193,1.0292553901672363,0.9938936829566956,1.0019451379776,1.001745581626892,0.9907219409942627,0.989676296710968,0.9847435355186462,0.974861204624176,0.9686800241470337,0.9621519446372986,0.9879884719848633,0.9946677684783936,1.0320686101913452,1.021323800086975,1.018738865852356,1.054134488105774,1.0890121459960938,1.0685228109359741,1.0190165042877197,0.9921382665634155,0.9425840973854065,0.9510884881019592,1.0015448331832886,1.0093311071395874,1.0120218992233276,0.9517751932144165,0.9314470291137695,0.9676624536514282,1.1047117710113525,1.1291133165359497,1.1262598037719727,1.064540982246399,1.0315935611724854,1.000566840171814,1.0185211896896362,1.0654598474502563,0.8621397018432617,0.9248443841934204,0.9914129972457886,1.0612772703170776,1.1501617431640625,1.1899133920669556,1.4011955261230469,1.6726510524749756,1.885519027709961,3.1613643169403076,3.678133726119995,4.082501411437988,4.543697834014893,4.967706680297852,5.46561336517334,5.693202972412109,6.016325950622559,6.536141395568848,6.862480163574219,7.568610668182373,9,9,9,9,9,9,9,12,14,16,16,16,30,31,31,31,43,45,48,49,49,52,52,54,57,57,59,59,75,75,82,99
Netherlands,Aruba,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.3626352548599243,1.9043643474578857,2.2639529705047607,2.3138339519500732,2.98835825920105,3.5719356536865234,4.4164042472839355,5.512811183929443,6.328007221221924,8.391632080078125,9.961423873901367,11.919995307922363,18.52458953857422,28.00229263305664,34.498600006103516,44.391746520996094,49.60485076904297,51.78630828857422,54.00388717651367,56.81242752075195,61.21381378173828,62.826560974121094,67.82144927978516,64,71,74,77,82,86,92,92,92,92,93,95,96,96,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,100,101,101
Netherlands,"Bonaire, Sint Eustatius and Saba",0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.090038776397705,1.3856496810913086,1.7957699298858643,2,2,2,2,2,2,2,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6
Netherlands,Curacao,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.576332151889801,0.8751782178878784,1.4326987266540527,2.3957085609436035,2.718545436859131,3.0672426223754883,3.2861714363098145,3.5803327560424805,4.094950199127197,4.44420862197876,4.85731315612793,6.325438499450684,7.079659461975098,7.616201400756836,8.707584381103516,9.269610404968262,9.920819282531738,10.474696159362793,10.92458438873291,11.296782493591309,11.625423431396484,12.52888011932373,11,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16
Netherlands,Sint Maarten,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.7292405962944031,1.000851035118103,1.330808401107788,1.9106478691101074,2.2980782985687256,3.0749616622924805,3.0654332637786865,3.358482599258423,3.7042694091796875,4.9526448249816895,7.016639709472656,9.514410018920898,13.587382316589355,17.529436111450195,21.437950134277344,24.88947868347168,25,37,40,40,43,50,50,50,50,52,53,57,57,64,67,67,67,71,73,73,73,74,74,75,75,75,76,76,76,76,76,76
Netherlands,,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1176141500473022,1.7411911487579346,4.217644691467285,8.440299987792969,15.865641593933105,24.650684356689453,48.186851501464844,80.37078857421875,126.73526000976562,173.0946807861328,250.04815673828125,296.4952697753906,365.6466064453125,489.79888916015625,559.3549194335938,825.2410278320312,1015.6102905273438,1264.80078125,1310.727294921875,1626.053466796875,2018.210205078125,2520.444580078125,3083.26904296875,3791.782470703125,4523.88720703125,4802.42822265625,5575.0927734375,6511.03564453125,7867.37451171875,9145.6015625,10576.740234375,11272.1083984375,13054.490234375,14505.5771484375,15254.7734375,15878.720703125,16109.8037109375,16619.916015625,17851,18803,19580,20549,21762,23097,24413,25587,26551,27419,28153,29214,30449,31589,32655,33405,34134,34842,35729,36535,37190,37845,38245,38416,38802,39316,39791,40236,40571,40770,41087,41518
New Zealand,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.4409269094467163,0.6779805421829224,0.943599283695221,1.3051774501800537,1.603785514831543,2.3547377586364746,3.0272045135498047,3.8799726963043213,4.704071044921875,5.30721378326416,5.21679162979126,5.135787487030029,4.713820934295654,4.97819709777832,6.113988876342773,6.539831161499023,7.302236557006836,9.518176078796387,13.303044319152832,19.060842514038086,28.959688186645508,45.79521179199219,61.65011978149414,84.7708511352539,111.1083984375,144.79507446289062,207.43231201171875,293.84490966796875,374.78802490234375,455.4744567871094,537.20654296875,627.2186279296875,683.4163208007812,754.71484375,833.3902587890625,883.252197265625,939.988525390625,1039,1106,1160,1210,1239,1283,1312,1330,1349,1366,1386,1401,1409,1422,1431,1440,1445,1451,1456,1461,1470,1469,1472,1474,1476,1479,1485,1487,1487,1486,1488,1488
Nicaragua,,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.749468207359314,1.2121917009353638,1.5812151432037354,1.9117324352264404,2.157205104827881,2.4742181301116943,2.179737091064453,2.3185949325561523,2.656269073486328,3.304983615875244,3.7420382499694824,4.325003623962402,4.590320587158203,4.9643940925598145,5.276567459106445,5.376059532165527,5.9572367668151855,6,6,6,6,7,7,8,9,9,9,9,9,9,9,10,10,10,10,11,11,12,13,13,13,13,14,14,14,15,15,16,16
Niger,,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.8668025732040405,1.2472575902938843,1.7749083042144775,2.7643091678619385,3.496492624282837,7.263034343719482,8.576580047607422,10.431571960449219,12.381529808044434,17.883007049560547,27.893308639526367,40.637760162353516,64.41557312011719,89.2077407836914,115.5019302368164,135.4508056640625,184,253,278,342,410,438,491,529,529,570,584,584,627,639,648,648,657,662,671,681,684,696,701,709,713,719,728,736,750,755,763,770
